# Synthetic demo spectrum: Ag_n+ (n=1..15), Cu_n+ (n=1..4), Ag_nO+, Ag_nO2+, AgCu+, Ag2Cu+, Ag3Cu+, Na+, K+
# Gaussian profile peaks, resolving power 3000, sampling step 0.02 m/z, Gaussian + shot noise
m/z,intensity
1275.26,10.2
1275.28,21.5
1275.30,35.8
1275.32,25.1
1275.34,33.2
1275.36,38.6
1275.38,35.3
1275.40,33.6
1275.42,34.4
1275.44,29.1
1275.46,24.5
1275.48,17.6
1275.50,36.9
1275.52,10.4
1275.54,16.6
1275.56,24.3
1275.58,24.1
1275.60,29.7
1275.62,22.2
1275.64,28.2
1275.66,25.5
1275.68,21.1
1275.70,39.5
1275.72,25.8
1275.74,32.2
1275.76,18.6
1275.78,24.4
1275.80,37.5
1275.82,27.1
1275.84,36.3
1275.86,16.9
1275.88,19.6
1275.90,26.6
1275.92,22.0
1275.94,17.5
1275.96,24.3
1275.98,17.8
1276.00,14.3
1276.02,17.5
1276.04,35.0
1276.06,18.5
1276.08,26.6
1276.10,26.3
1276.12,18.3
1276.14,25.8
1276.16,15.2
1276.18,14.6
1276.20,25.2
1276.22,26.7
1276.24,2.8
1276.26,16.1
1276.28,12.6
1276.30,33.8
1276.32,33.8
1276.34,31.4
1276.36,23.3
1276.38,21.5
1276.40,28.7
1276.42,33.7
1276.44,20.0
1276.46,16.9
1276.48,27.5
1276.50,35.8
1276.52,15.4
1276.54,17.8
1276.56,35.3
1276.58,33.4
1276.60,32.2
1276.62,23.2
1276.64,24.4
1276.66,21.8
1276.68,16.5
1276.70,30.0
1276.72,30.1
1276.74,20.7
1276.76,9.8
1276.78,25.2
1276.80,27.9
1276.82,30.3
1276.84,25.2
1276.86,21.0
1276.88,26.7
1276.90,15.3
1276.92,27.3
1276.94,21.7
1276.96,33.9
1276.98,34.9
1277.00,32.7
1277.02,18.0
1277.04,21.5
1277.06,22.4
1277.08,33.0
1277.10,37.6
1277.12,27.3
1277.14,39.6
1277.16,32.4
1277.18,22.9
1277.20,29.5
1277.22,15.4
1277.24,19.8
1277.26,36.0
1277.28,44.0
1277.30,24.7
1277.32,24.6
1277.34,24.1
1277.36,14.8
1277.38,27.5
1277.40,36.0
1277.42,36.2
1277.44,34.8
1277.46,23.2
1277.48,14.0
1277.50,20.7
1277.52,17.3
1277.54,36.4
1277.56,22.3
1277.58,32.6
1277.60,20.5
1277.62,20.7
1277.64,34.2
1277.66,16.9
1277.68,28.3
1277.70,23.2
1277.72,18.5
1277.74,19.8
1277.76,32.7
1277.78,28.4
1277.80,32.9
1277.82,22.3
1277.84,20.2
1277.86,31.2
1277.88,41.0
1277.90,32.6
1277.92,17.3
1277.94,27.1
1277.96,21.6
1277.98,42.8
1278.00,10.2
1278.02,32.9
1278.04,17.6
1278.06,21.6
1278.08,39.9
1278.10,36.7
1278.12,29.0
1278.14,39.0
1278.16,25.5
1278.18,35.7
1278.20,31.6
1278.22,21.5
1278.24,22.4
1278.26,23.4
1278.28,27.1
1278.30,34.9
1278.32,25.9
1278.34,37.7
1278.36,29.1
1278.38,9.1
1278.40,19.6
1278.42,30.9
1278.44,35.5
1278.46,27.2
1278.48,18.7
1278.50,26.9
1278.52,23.4
1278.54,11.9
1278.56,31.6
1278.58,30.9
1278.60,34.7
1278.62,15.7
1278.64,21.9
1278.66,24.5
1278.68,24.2
1278.70,18.4
1278.72,19.7
1278.74,46.6
1278.76,37.6
1278.78,14.9
1278.80,13.3
1278.82,30.7
1278.84,21.7
1278.86,35.1
1278.88,26.8
1278.90,4.6
1278.92,6.6
1278.94,41.9
1278.96,24.9
1278.98,25.7
1279.00,12.5
1279.02,13.6
1279.04,15.0
1279.06,36.9
1279.08,39.2
1279.10,17.3
1279.12,35.9
1279.14,15.2
1279.16,30.5
1279.18,37.3
1279.20,32.5
1279.22,27.1
1279.24,18.5
1279.26,25.6
1279.28,30.7
1279.30,34.3
1279.32,27.4
1279.34,33.6
1279.36,31.9
1279.38,35.1
1279.40,25.7
1279.42,35.0
1279.44,33.4
1279.46,29.7
1279.48,35.7
1279.50,37.2
1279.52,19.6
1279.54,36.3
1279.56,42.8
1279.58,26.5
1279.60,16.6
1279.62,17.7
1279.64,25.3
1279.66,35.7
1279.68,15.4
1279.70,16.8
1279.72,10.0
1279.74,26.6
1279.76,20.0
1279.78,23.6
1279.80,12.3
1279.82,17.7
1279.84,34.3
1279.86,23.1
1279.88,28.4
1279.90,1.1
1279.92,25.4
1279.94,25.5
1279.96,20.5
1279.98,33.4
1280.00,9.3
1280.02,15.3
1280.04,30.8
1280.06,13.2
1280.08,57.8
1280.10,29.4
1280.12,33.1
1280.14,28.6
1280.16,32.7
1280.18,40.3
1280.20,44.6
1280.22,25.4
1280.24,31.2
1280.26,20.3
1280.28,33.1
1280.30,28.1
1280.32,16.8
1280.34,20.2
1280.36,31.0
1280.38,17.2
1280.40,26.5
1280.42,33.7
1280.44,4.2
1280.46,33.3
1280.48,28.4
1280.50,17.8
1280.52,38.5
1280.54,20.1
1280.56,28.1
1280.58,26.4
1280.60,38.9
1280.62,11.7
1280.64,35.5
1280.66,16.8
1280.68,10.5
1280.70,33.7
1280.72,10.5
1280.74,37.6
1280.76,32.9
1280.78,34.1
1280.80,26.6
1280.82,23.1
1280.84,27.5
1280.86,27.2
1280.88,20.7
1280.90,20.3
1280.92,39.6
1280.94,25.5
1280.96,23.9
1280.98,16.0
1281.00,26.7
1281.02,26.9
1281.04,21.6
1281.06,29.9
1281.08,14.9
1281.10,38.0
1281.12,33.1
1281.14,28.2
1281.16,26.1
1281.18,26.6
1281.20,24.5
1281.22,29.0
1281.24,32.0
1281.26,33.5
1281.28,41.2
1281.30,38.7
1281.32,41.9
1281.34,14.7
1281.36,39.3
1281.38,32.4
1281.40,33.3
1281.42,26.6
1281.44,26.4
1281.46,23.7
1281.48,30.5
1281.50,19.8
1281.52,28.8
1281.54,16.9
1281.56,23.9
1281.58,16.4
1281.60,27.0
1281.62,33.5
1281.64,14.2
1281.66,26.3
1281.68,24.8
1281.70,43.6
1281.72,7.9
1281.74,21.7
1281.76,6.7
1281.78,30.8
1281.80,23.2
1281.82,27.8
1281.84,26.3
1281.86,31.4
1281.88,32.6
1281.90,19.3
1281.92,24.8
1281.94,37.7
1281.96,24.3
1281.98,15.9
1282.00,27.2
1282.02,7.6
1282.04,51.4
1282.06,29.7
1282.08,20.1
1282.10,10.5
1282.12,19.5
1282.14,38.4
1282.16,25.4
1282.18,19.2
1282.20,19.2
1282.22,29.1
1282.24,40.4
1282.26,19.8
1282.28,19.0
1282.30,12.6
1282.32,36.2
1282.34,34.1
1282.36,25.0
1282.38,38.9
1282.40,21.5
1282.42,41.8
1282.44,23.5
1282.46,27.1
1282.48,27.7
1282.50,15.2
1282.52,26.7
1282.54,15.5
1282.56,17.1
1282.58,14.6
1282.60,25.6
1282.62,28.0
1282.64,27.1
1282.66,40.6
1282.68,18.1
1282.70,15.2
1282.72,31.5
1282.74,29.2
1282.76,32.2
1282.78,17.2
1282.80,13.1
1282.82,24.6
1282.84,19.5
1282.86,15.6
1282.88,18.2
1282.90,29.3
1282.92,38.0
1282.94,25.2
1282.96,34.4
1282.98,31.3
1283.00,25.5
1283.02,18.5
1283.04,21.5
1283.06,40.8
1283.08,35.0
1283.10,12.8
1283.12,35.4
1283.14,31.8
1283.16,30.7
1283.18,38.0
1283.20,29.2
1283.22,29.3
1283.24,36.6
1283.26,17.4
1283.28,21.2
1283.30,16.9
1283.32,23.8
1283.34,30.2
1283.36,32.4
1283.38,35.5
1283.40,25.2
1283.42,30.3
1283.44,28.8
1283.46,15.5
1283.48,8.2
1283.50,31.6
1283.52,29.7
1283.54,34.6
1283.56,17.6
1283.58,17.4
1283.60,19.2
1283.62,24.0
1283.64,20.9
1283.66,17.5
1283.68,27.6
1283.70,16.2
1283.72,43.8
1283.74,32.5
1283.76,14.7
1283.78,20.2
1283.80,17.2
1283.82,19.5
1283.84,25.1
1283.86,22.2
1283.88,30.3
1283.90,17.6
1283.92,23.3
1283.94,32.6
1283.96,26.8
1283.98,29.9
1284.00,22.9
1284.02,16.3
1284.04,17.2
1284.06,37.8
1284.08,12.2
1284.10,25.1
1284.12,32.2
1284.14,29.5
1284.16,38.0
1284.18,28.7
1284.20,40.4
1284.22,27.0
1284.24,21.7
1284.26,18.5
1284.28,24.0
1284.30,19.3
1284.32,9.8
1284.34,10.4
1284.36,19.4
1284.38,19.3
1284.40,31.1
1284.42,19.3
1284.44,23.7
1284.46,22.0
1284.48,36.9
1284.50,45.0
1284.52,24.8
1284.54,46.7
1284.56,36.1
1284.58,57.1
1284.60,36.5
1284.62,28.3
1284.64,58.0
1284.66,32.7
1284.68,48.2
1284.70,41.8
1284.72,39.4
1284.74,43.9
1284.76,57.5
1284.78,62.1
1284.80,47.1
1284.82,71.3
1284.84,61.1
1284.86,40.7
1284.88,45.5
1284.90,55.7
1284.92,68.2
1284.94,48.7
1284.96,49.9
1284.98,58.6
1285.00,62.4
1285.02,53.0
1285.04,38.0
1285.06,45.7
1285.08,46.2
1285.10,29.9
1285.12,27.7
1285.14,38.2
1285.16,23.0
1285.18,52.9
1285.20,39.7
1285.22,31.1
1285.24,22.8
1285.26,39.7
1285.28,22.4
1285.30,23.9
1285.32,12.6
1285.34,25.7
1285.36,9.6
1285.38,39.1
1285.40,17.0
1285.42,22.3
1285.44,17.8
1285.46,25.6
1285.48,28.1
1285.50,21.7
1285.52,26.4
1285.54,36.1
1285.56,14.7
1285.58,19.8
1285.60,26.6
1285.62,21.5
1285.64,27.5
1285.66,38.9
1285.68,29.7
1285.70,23.0
1285.72,17.9
1285.74,16.4
1285.76,17.3
1285.78,26.6
1285.80,31.5
1285.82,27.4
1285.84,39.5
1285.86,31.5
1285.88,23.2
1285.90,0.9
1285.92,23.0
1285.94,24.4
1285.96,38.7
1285.98,25.5
1286.00,7.5
1286.02,31.1
1286.04,26.4
1286.06,20.1
1286.08,11.9
1286.10,25.7
1286.12,27.0
1286.14,30.2
1286.16,19.0
1286.18,15.1
1286.20,8.9
1286.22,20.3
1286.24,8.5
1286.26,20.6
1286.28,22.8
1286.30,23.6
1286.32,33.7
1286.34,24.9
1286.36,19.4
1286.38,27.2
1286.40,27.0
1286.42,32.9
1286.44,22.2
1286.46,45.3
1286.48,61.6
1286.50,60.7
1286.52,53.0
1286.54,64.4
1286.56,62.7
1286.58,76.1
1286.60,85.9
1286.62,93.8
1286.64,125.1
1286.66,145.6
1286.68,124.0
1286.70,140.5
1286.72,115.4
1286.74,163.8
1286.76,178.7
1286.78,185.0
1286.80,195.3
1286.82,173.0
1286.84,203.6
1286.86,210.1
1286.88,191.2
1286.90,173.8
1286.92,180.5
1286.94,186.3
1286.96,196.8
1286.98,154.4
1287.00,147.2
1287.02,109.3
1287.04,101.3
1287.06,116.3
1287.08,94.5
1287.10,89.2
1287.12,82.1
1287.14,62.1
1287.16,73.5
1287.18,59.9
1287.20,61.9
1287.22,28.5
1287.24,45.3
1287.26,26.6
1287.28,44.7
1287.30,50.6
1287.32,45.9
1287.34,54.0
1287.36,28.5
1287.38,9.6
1287.40,19.2
1287.42,25.1
1287.44,29.5
1287.46,37.2
1287.48,29.1
1287.50,24.9
1287.52,24.1
1287.54,22.9
1287.56,30.2
1287.58,36.6
1287.60,33.8
1287.62,28.1
1287.64,38.4
1287.66,33.5
1287.68,22.7
1287.70,12.4
1287.72,30.8
1287.74,23.6
1287.76,21.0
1287.78,17.3
1287.80,20.6
1287.82,18.6
1287.84,2.5
1287.86,16.7
1287.88,35.6
1287.90,26.8
1287.92,25.2
1287.94,19.9
1287.96,20.0
1287.98,24.7
1288.00,15.1
1288.02,18.5
1288.04,26.6
1288.06,35.0
1288.08,26.4
1288.10,29.8
1288.12,22.4
1288.14,14.5
1288.16,7.6
1288.18,27.6
1288.20,12.3
1288.22,35.7
1288.24,31.4
1288.26,28.5
1288.28,18.7
1288.30,41.3
1288.32,32.9
1288.34,26.4
1288.36,50.9
1288.38,25.7
1288.40,48.8
1288.42,74.9
1288.44,71.6
1288.46,60.9
1288.48,81.1
1288.50,113.4
1288.52,118.7
1288.54,130.2
1288.56,155.6
1288.58,184.3
1288.60,165.7
1288.62,246.2
1288.64,260.5
1288.66,306.6
1288.68,347.9
1288.70,363.6
1288.72,396.9
1288.74,427.7
1288.76,456.7
1288.78,532.3
1288.80,556.5
1288.82,535.1
1288.84,536.4
1288.86,536.0
1288.88,510.3
1288.90,526.8
1288.92,507.0
1288.94,442.7
1288.96,474.7
1288.98,459.7
1289.00,410.5
1289.02,385.5
1289.04,311.6
1289.06,322.0
1289.08,277.0
1289.10,263.1
1289.12,235.2
1289.14,183.7
1289.16,176.1
1289.18,130.9
1289.20,115.2
1289.22,89.4
1289.24,97.8
1289.26,78.3
1289.28,47.0
1289.30,46.8
1289.32,70.6
1289.34,35.5
1289.36,30.8
1289.38,23.9
1289.40,35.0
1289.42,16.2
1289.44,42.1
1289.46,5.7
1289.48,29.0
1289.50,22.1
1289.52,30.1
1289.54,22.3
1289.56,26.1
1289.58,31.6
1289.60,20.1
1289.62,43.5
1289.64,27.2
1289.66,8.1
1289.68,33.2
1289.70,39.4
1289.72,29.4
1289.74,29.5
1289.76,30.1
1289.78,33.1
1289.80,18.2
1289.82,17.2
1289.84,12.4
1289.86,16.8
1289.88,35.4
1289.90,31.3
1289.92,16.6
1289.94,33.4
1289.96,19.7
1289.98,11.4
1290.00,38.0
1290.02,31.7
1290.04,9.5
1290.06,14.4
1290.08,26.1
1290.10,30.5
1290.12,21.8
1290.14,24.4
1290.16,45.2
1290.18,35.8
1290.20,31.3
1290.22,15.1
1290.24,31.6
1290.26,16.2
1290.28,39.0
1290.30,18.4
1290.32,43.6
1290.34,31.1
1290.36,49.4
1290.38,66.9
1290.40,68.7
1290.42,86.0
1290.44,115.9
1290.46,145.1
1290.48,144.1
1290.50,165.5
1290.52,213.5
1290.54,243.4
1290.56,294.8
1290.58,365.0
1290.60,429.8
1290.62,467.3
1290.64,557.7
1290.66,599.0
1290.68,662.9
1290.70,763.5
1290.72,819.4
1290.74,939.7
1290.76,1000.8
1290.78,989.6
1290.80,1017.0
1290.82,1032.2
1290.84,1086.3
1290.86,1042.5
1290.88,1087.1
1290.90,1060.8
1290.92,1016.1
1290.94,1004.4
1290.96,949.8
1290.98,888.4
1291.00,809.2
1291.02,792.7
1291.04,695.2
1291.06,643.5
1291.08,568.6
1291.10,466.5
1291.12,406.6
1291.14,403.0
1291.16,314.2
1291.18,252.8
1291.20,206.2
1291.22,187.7
1291.24,137.4
1291.26,121.5
1291.28,108.7
1291.30,77.7
1291.32,75.9
1291.34,61.2
1291.36,43.4
1291.38,45.8
1291.40,43.0
1291.42,54.0
1291.44,29.4
1291.46,14.8
1291.48,26.3
1291.50,24.7
1291.52,17.1
1291.54,33.6
1291.56,26.0
1291.58,34.4
1291.60,19.2
1291.62,29.7
1291.64,30.3
1291.66,30.3
1291.68,32.1
1291.70,15.0
1291.72,31.7
1291.74,25.5
1291.76,13.1
1291.78,7.2
1291.80,34.9
1291.82,4.4
1291.84,9.4
1291.86,33.8
1291.88,26.7
1291.90,35.7
1291.92,29.5
1291.94,18.6
1291.96,24.8
1291.98,16.6
1292.00,32.4
1292.02,44.2
1292.04,32.9
1292.06,20.0
1292.08,30.2
1292.10,24.5
1292.12,29.0
1292.14,20.9
1292.16,4.5
1292.18,33.6
1292.20,24.1
1292.22,21.3
1292.24,41.7
1292.26,53.0
1292.28,26.6
1292.30,26.5
1292.32,39.9
1292.34,51.3
1292.36,61.8
1292.38,64.8
1292.40,97.5
1292.42,113.2
1292.44,128.6
1292.46,194.0
1292.48,254.4
1292.50,241.0
1292.52,321.3
1292.54,372.2
1292.56,448.1
1292.58,540.5
1292.60,627.4
1292.62,700.9
1292.64,811.6
1292.66,879.0
1292.68,984.8
1292.70,1147.9
1292.72,1259.5
1292.74,1250.6
1292.76,1428.8
1292.78,1451.7
1292.80,1525.5
1292.82,1597.3
1292.84,1660.7
1292.86,1573.3
1292.88,1612.2
1292.90,1574.0
1292.92,1527.3
1292.94,1474.2
1292.96,1387.4
1292.98,1350.3
1293.00,1168.0
1293.02,1059.8
1293.04,999.3
1293.06,911.8
1293.08,751.0
1293.10,712.3
1293.12,643.9
1293.14,499.1
1293.16,461.7
1293.18,390.7
1293.20,320.7
1293.22,238.7
1293.24,197.0
1293.26,158.8
1293.28,163.7
1293.30,89.1
1293.32,82.2
1293.34,57.0
1293.36,64.0
1293.38,60.4
1293.40,31.5
1293.42,39.5
1293.44,24.1
1293.46,30.8
1293.48,30.8
1293.50,18.6
1293.52,18.2
1293.54,13.2
1293.56,17.6
1293.58,26.3
1293.60,24.2
1293.62,13.1
1293.64,20.0
1293.66,17.4
1293.68,39.4
1293.70,24.9
1293.72,30.2
1293.74,27.5
1293.76,33.4
1293.78,25.2
1293.80,35.7
1293.82,34.0
1293.84,7.1
1293.86,15.4
1293.88,34.8
1293.90,13.7
1293.92,25.0
1293.94,31.1
1293.96,43.0
1293.98,22.5
1294.00,45.6
1294.02,34.6
1294.04,21.6
1294.06,17.8
1294.08,28.5
1294.10,29.3
1294.12,13.1
1294.14,32.0
1294.16,13.9
1294.18,50.2
1294.20,22.9
1294.22,7.7
1294.24,33.7
1294.26,33.1
1294.28,26.7
1294.30,45.3
1294.32,36.7
1294.34,51.3
1294.36,80.3
1294.38,99.0
1294.40,95.1
1294.42,126.1
1294.44,157.5
1294.46,174.6
1294.48,230.1
1294.50,318.3
1294.52,380.1
1294.54,399.9
1294.56,469.2
1294.58,561.7
1294.60,688.7
1294.62,791.0
1294.64,892.4
1294.66,1011.1
1294.68,1116.9
1294.70,1124.5
1294.72,1351.8
1294.74,1423.6
1294.76,1632.7
1294.78,1559.2
1294.80,1661.6
1294.82,1730.2
1294.84,1737.4
1294.86,1820.4
1294.88,1725.1
1294.90,1647.3
1294.92,1622.4
1294.94,1589.7
1294.96,1556.0
1294.98,1386.6
1295.00,1371.2
1295.02,1236.9
1295.04,1084.4
1295.06,1004.9
1295.08,832.2
1295.10,768.4
1295.12,665.1
1295.14,522.1
1295.16,505.1
1295.18,375.1
1295.20,319.9
1295.22,258.6
1295.24,217.7
1295.26,182.5
1295.28,141.7
1295.30,112.5
1295.32,96.3
1295.34,78.9
1295.36,54.4
1295.38,56.6
1295.40,41.0
1295.42,45.9
1295.44,30.0
1295.46,34.2
1295.48,27.5
1295.50,38.0
1295.52,38.1
1295.54,26.2
1295.56,33.0
1295.58,19.4
1295.60,25.2
1295.62,29.8
1295.64,26.8
1295.66,21.3
1295.68,24.6
1295.70,31.7
1295.72,38.6
1295.74,21.8
1295.76,33.4
1295.78,34.5
1295.80,9.1
1295.82,24.3
1295.84,33.1
1295.86,0.0
1295.88,39.4
1295.90,33.8
1295.92,7.1
1295.94,18.2
1295.96,16.7
1295.98,25.5
1296.00,10.9
1296.02,28.0
1296.04,14.8
1296.06,20.3
1296.08,34.5
1296.10,17.8
1296.12,30.5
1296.14,33.3
1296.16,16.7
1296.18,47.4
1296.20,32.5
1296.22,36.9
1296.24,15.1
1296.26,40.9
1296.28,52.0
1296.30,29.6
1296.32,57.7
1296.34,49.4
1296.36,53.5
1296.38,63.2
1296.40,76.0
1296.42,86.3
1296.44,115.3
1296.46,140.2
1296.48,208.0
1296.50,254.3
1296.52,270.4
1296.54,337.4
1296.56,382.3
1296.58,480.6
1296.60,547.4
1296.62,627.3
1296.64,724.4
1296.66,772.4
1296.68,847.7
1296.70,1030.4
1296.72,1027.5
1296.74,1122.8
1296.76,1210.0
1296.78,1338.3
1296.80,1367.4
1296.82,1411.9
1296.84,1394.7
1296.86,1317.6
1296.88,1414.0
1296.90,1408.2
1296.92,1396.1
1296.94,1331.9
1296.96,1157.5
1296.98,1082.7
1297.00,1014.3
1297.02,946.8
1297.04,869.3
1297.06,772.0
1297.08,701.3
1297.10,615.9
1297.12,528.8
1297.14,487.9
1297.16,366.1
1297.18,326.5
1297.20,271.2
1297.22,215.5
1297.24,178.8
1297.26,162.1
1297.28,142.7
1297.30,102.7
1297.32,89.3
1297.34,64.4
1297.36,39.2
1297.38,34.7
1297.40,36.6
1297.42,38.2
1297.44,28.5
1297.46,11.7
1297.48,25.4
1297.50,36.3
1297.52,14.5
1297.54,24.0
1297.56,23.1
1297.58,13.3
1297.60,13.6
1297.62,25.7
1297.64,35.4
1297.66,18.3
1297.68,20.1
1297.70,28.0
1297.72,27.4
1297.74,37.0
1297.76,18.3
1297.78,30.8
1297.80,38.1
1297.82,20.0
1297.84,22.7
1297.86,26.3
1297.88,35.2
1297.90,40.5
1297.92,31.5
1297.94,22.2
1297.96,14.7
1297.98,14.8
1298.00,18.5
1298.02,18.0
1298.04,14.2
1298.06,33.7
1298.08,13.7
1298.10,12.6
1298.12,28.8
1298.14,31.7
1298.16,27.2
1298.18,29.5
1298.20,24.1
1298.22,26.5
1298.24,42.4
1298.26,28.9
1298.28,37.8
1298.30,29.3
1298.32,47.0
1298.34,30.4
1298.36,42.7
1298.38,35.4
1298.40,70.4
1298.42,69.5
1298.44,66.8
1298.46,110.4
1298.48,150.3
1298.50,124.5
1298.52,188.4
1298.54,237.7
1298.56,259.1
1298.58,259.2
1298.60,318.3
1298.62,376.0
1298.64,431.6
1298.66,450.7
1298.68,498.7
1298.70,589.4
1298.72,645.7
1298.74,701.3
1298.76,741.9
1298.78,749.9
1298.80,776.6
1298.82,822.9
1298.84,843.2
1298.86,862.9
1298.88,816.0
1298.90,854.2
1298.92,777.9
1298.94,736.9
1298.96,663.8
1298.98,669.9
1299.00,614.2
1299.02,551.1
1299.04,543.5
1299.06,470.3
1299.08,440.7
1299.10,344.1
1299.12,318.8
1299.14,276.3
1299.16,224.1
1299.18,208.0
1299.20,162.5
1299.22,137.7
1299.24,125.1
1299.26,96.0
1299.28,89.3
1299.30,57.0
1299.32,52.4
1299.34,42.7
1299.36,46.0
1299.38,35.7
1299.40,39.8
1299.42,36.6
1299.44,29.9
1299.46,18.1
1299.48,37.0
1299.50,22.6
1299.52,16.1
1299.54,31.6
1299.56,19.5
1299.58,19.2
1299.60,30.9
1299.62,30.1
1299.64,27.6
1299.66,24.9
1299.68,30.6
1299.70,21.9
1299.72,30.7
1299.74,10.1
1299.76,39.5
1299.78,33.3
1299.80,26.7
1299.82,28.9
1299.84,20.3
1299.86,46.7
1299.88,22.1
1299.90,34.6
1299.92,26.4
1299.94,30.0
1299.96,32.1
1299.98,15.4
1300.00,4.3
1300.02,31.2
1300.04,38.5
1300.06,20.9
1300.08,16.9
1300.10,32.5
1300.12,13.4
1300.14,33.2
1300.16,22.2
1300.18,6.7
1300.20,22.5
1300.22,30.3
1300.24,20.9
1300.26,40.4
1300.28,34.5
1300.30,29.0
1300.32,22.4
1300.34,31.2
1300.36,20.2
1300.38,43.3
1300.40,44.3
1300.42,51.0
1300.44,30.1
1300.46,49.7
1300.48,64.9
1300.50,71.5
1300.52,86.9
1300.54,101.1
1300.56,122.9
1300.58,118.4
1300.60,136.2
1300.62,173.7
1300.64,188.3
1300.66,218.9
1300.68,215.3
1300.70,261.4
1300.72,286.5
1300.74,288.5
1300.76,321.7
1300.78,321.9
1300.80,333.9
1300.82,360.7
1300.84,325.3
1300.86,363.9
1300.88,336.6
1300.90,349.2
1300.92,339.0
1300.94,337.5
1300.96,312.8
1300.98,286.9
1301.00,274.5
1301.02,259.0
1301.04,195.2
1301.06,215.2
1301.08,173.0
1301.10,153.6
1301.12,159.7
1301.14,116.0
1301.16,126.2
1301.18,105.9
1301.20,97.0
1301.22,60.0
1301.24,78.9
1301.26,60.6
1301.28,39.4
1301.30,43.9
1301.32,40.0
1301.34,31.5
1301.36,11.3
1301.38,33.5
1301.40,39.9
1301.42,19.8
1301.44,29.5
1301.46,23.2
1301.48,32.2
1301.50,19.0
1301.52,4.9
1301.54,27.2
1301.56,10.4
1301.58,32.5
1301.60,24.7
1301.62,33.2
1301.64,27.1
1301.66,20.6
1301.68,27.2
1301.70,29.2
1301.72,22.9
1301.74,10.4
1301.76,13.3
1301.78,29.9
1301.80,24.8
1301.82,23.8
1301.84,17.9
1301.86,12.0
1301.88,30.3
1301.90,37.1
1301.92,22.5
1301.94,16.3
1301.96,14.2
1301.98,17.7
1302.00,30.2
1302.02,32.6
1302.04,21.8
1302.06,22.6
1302.08,28.9
1302.10,5.1
1302.12,26.7
1302.14,1.6
1302.16,23.5
1302.18,28.5
1302.20,14.2
1302.22,13.4
1302.24,27.9
1302.26,30.4
1302.28,29.9
1302.30,14.8
1302.32,22.4
1302.34,28.8
1302.36,23.3
1302.38,36.6
1302.40,27.0
1302.42,38.2
1302.44,36.9
1302.46,41.4
1302.48,33.9
1302.50,42.9
1302.52,24.6
1302.54,32.0
1302.56,59.3
1302.58,50.2
1302.60,75.3
1302.62,73.8
1302.64,83.0
1302.66,71.5
1302.68,75.9
1302.70,125.8
1302.72,99.3
1302.74,130.5
1302.76,127.2
1302.78,112.1
1302.80,112.4
1302.82,145.6
1302.84,109.9
1302.86,152.8
1302.88,107.9
1302.90,150.9
1302.92,139.8
1302.94,93.9
1302.96,97.5
1302.98,119.4
1303.00,87.4
1303.02,87.5
1303.04,89.7
1303.06,60.4
1303.08,82.3
1303.10,88.5
1303.12,56.3
1303.14,41.3
1303.16,50.6
1303.18,41.2
1303.20,56.2
1303.22,34.6
1303.24,48.0
1303.26,44.4
1303.28,48.4
1303.30,35.3
1303.32,28.5
1303.34,38.2
1303.36,23.9
1303.38,34.3
1303.40,25.1
1303.42,27.5
1303.44,31.9
1303.46,21.3
1303.48,28.9
1303.50,24.7
1303.52,26.3
1303.54,45.3
1303.56,16.7
1303.58,28.7
1303.60,34.4
1303.62,29.2
1303.64,13.3
1303.66,34.1
1303.68,28.2
1303.70,13.9
1303.72,13.0
1303.74,15.9
1303.76,21.0
1303.78,14.6
1303.80,12.5
1303.82,34.4
1303.84,37.1
1303.86,35.6
1303.88,23.4
1303.90,29.5
1303.92,18.3
1303.94,37.8
1303.96,27.7
1303.98,0.0
1304.00,2.1
1304.02,29.0
1304.04,15.4
1304.06,20.8
1304.08,26.5
1304.10,5.8
1304.12,44.4
1304.14,11.3
1304.16,41.8
1304.18,30.3
1304.20,18.7
1304.22,14.5
1304.24,29.2
1304.26,34.0
1304.28,28.0
1304.30,23.8
1304.32,19.9
1304.34,26.1
1304.36,27.5
1304.38,21.9
1304.40,31.5
1304.42,39.9
1304.44,50.8
1304.46,17.5
1304.48,20.1
1304.50,14.8
1304.52,20.2
1304.54,41.7
1304.56,41.8
1304.58,32.0
1304.60,36.9
1304.62,65.5
1304.64,53.2
1304.66,62.2
1304.68,53.2
1304.70,45.3
1304.72,47.5
1304.74,61.6
1304.76,62.2
1304.78,84.6
1304.80,56.0
1304.82,81.4
1304.84,78.8
1304.86,75.3
1304.88,68.6
1304.90,67.6
1304.92,63.4
1304.94,55.3
1304.96,65.8
1304.98,51.8
1305.00,74.6
1305.02,46.0
1305.04,53.7
1305.06,72.9
1305.08,50.6
1305.10,31.4
1305.12,38.3
1305.14,39.7
1305.16,32.2
1305.18,50.5
1305.20,37.9
1305.22,15.9
1305.24,6.6
1305.26,33.7
1305.28,54.5
1305.30,35.3
1305.32,26.5
1305.34,27.2
1305.36,38.1
1305.38,29.1
1305.40,23.2
1305.42,40.7
1305.44,17.6
1305.46,16.1
1305.48,19.8
1305.50,15.4
1305.52,25.2
1305.54,33.6
1305.56,26.1
1305.58,41.5
1305.60,37.8
1305.62,19.7
1305.64,35.3
1305.66,10.0
1305.68,37.7
1305.70,24.8
1305.72,35.1
1305.74,36.6
1305.76,20.1
1305.78,31.6
1305.80,5.5
1305.82,33.8
1305.84,21.1
1305.86,12.1
1305.88,24.8
